Ignore,Scene,Start,End,Caption
No,0,00:02:19.970,00:02:21.061,"In a medium close-up, a man in a dark military uniform with gold stripes on his sleeves stands in the foreground, looking intently ahead. Behind him, a group of cavalry soldiers on horseback, wielding sabers, are gathered near a wooden fence, with an American flag waving prominently against a backdrop of lush greenery under a clear blue sky, suggesting a bright daytime setting."
No,0,00:02:21.471,00:02:23.564,"In a medium close-up shot, a man wearing a dark cavalry hat with crossed sabers insignia and a yellow neckerchief over a blue uniform gazes intently to his left, suggesting a moment of contemplation or decision. The scene is set outdoors with a clear blue sky and lush green trees in the background, indicating a bright, sunny day."
No,0,00:02:23.974,00:02:30.529,"The scene is a wide shot depicting a group of fallen men in Western attire, sprawled across a dusty clearing, with rifles scattered around them and a horse standing nearby. The environment suggests a recent skirmish, set in a dry, sunlit landscape, with sparse grass and a wooden fence in the background."
No,0,00:02:30.939,00:02:32.447,"In a medium shot, two cavalry officers on horseback are framed in the foreground, wearing dark uniforms with yellow neckerchiefs and cavalry hats, suggesting a military setting. The background reveals a group of mounted soldiers amidst a lush, green landscape under a clear blue sky, indicating a bright, sunny day."
No,0,00:02:32.857,00:02:36.618,"In a medium shot, a soldier wearing a dark uniform with gold stripes and a cap stands in the foreground, his expression relaxed. Behind him, a group of cavalrymen on horseback, some holding sabers, are gathered near a wooden fence with an American flag waving in the breeze, set against a backdrop of lush green fields under a clear blue sky."
No,0,00:02:37.028,00:02:43.374,"In a medium shot, a group of cavalrymen on horseback engage in conversation, their uniforms adorned with yellow neckerchiefs and hats, suggesting a military context. The scene unfolds in a sunlit, open field bordered by lush green trees, indicating a clear day in a rural setting."
No,0,00:02:43.784,00:02:48.713,"A group of cavalrymen, dressed in dark military uniforms with hats and gloves, are mounted on horses, holding sabers and rifles. The American flag waves prominently in the background, set against a lush, green landscape under a clear blue sky, suggesting a bright, sunny day."
No,0,00:02:49.123,00:02:53.010,"In a medium shot, a group of cavalry soldiers on horseback are gathered, with one soldier prominently holding a bugle. They are dressed in military uniforms with hats and gloves, and the scene is set in a wooded area with fallen branches, under a clear blue sky, suggesting a sunny day."
No,0,00:02:53.420,00:02:54.970,"A group of cavalrymen, dressed in Civil War-era uniforms with kepi hats and bandanas, are mounted on horses, holding rifles and sabers. The American flag waves prominently in the background, set against a lush, green landscape under a clear blue sky, suggesting a daytime scene."
No,0,00:02:55.380,00:03:05.272,"In a wide shot framed by a large, arching tree, three mounted cowboys ride into a clearing, their backs to the camera. The scene is set in a lush, green forest under the bright light of day, with scattered figures and a wagon visible in the background, suggesting a moment of tense anticipation or aftermath."
No,0,00:03:05.682,00:03:13.697,"In a medium shot, two mounted soldiers in dark uniforms ride through a forest clearing, their horses moving past a group of men carrying a stretcher with an injured person. The scene is set in a lush, green forest under the bright daylight, suggesting a serene yet tense atmosphere amidst the unfolding events."
No,0,00:03:14.107,00:03:18.869,"In a wide shot framed from behind, two mounted soldiers in dark uniforms and wide-brimmed hats face a group of weary men, some with bandaged wounds, holding rifles and standing in a semi-circle. The scene is set in a lush, green forest clearing by a river, suggesting a daytime."
No,0,00:03:19.279,00:03:23.874,"In a medium shot, three cavalrymen in blue uniforms and hats are mounted on horses, engaging in a conversation with a man on a brown horse in the foreground. The scene is set in a lush, green forest under clear daylight, suggesting a calm and warm environment."
No,0,00:03:24.284,00:03:31.882,"In a medium shot, a group of men in worn military uniforms, some with bandages, stand in a clearing, holding rifles and looking towards a mounted figure in the foreground. The scene is set in a lush, green forest under clear daylight, suggesting a moment of tense interaction or negotiation."
No,0,00:03:32.292,00:03:36.470,"In a medium shot, three men in cavalry uniforms are mounted on horses, engaging in conversation with a man standing in front of them. The scene is set in a lush, green forest under clear blue skies, suggesting a bright, sunny day."
No,0,00:03:36.880,00:03:38.388,
No,0,00:03:38.798,00:03:40.224,
No,0,00:03:40.634,00:03:42.517,
No,0,00:03:42.927,00:03:47.064,
No,0,00:03:47.474,00:03:49.942,
No,0,00:03:50.352,00:03:52.861,
No,0,00:03:53.271,00:03:54.655,
No,0,00:03:55.065,00:03:56.240,
No,0,00:03:56.650,00:03:59.868,
No,0,00:04:00.278,00:04:01.912,
No,0,00:04:02.322,00:04:07.376,
No,0,00:04:07.786,00:04:12.547,
No,0,00:04:12.957,00:04:14.633,
No,0,00:04:15.043,00:04:26.353,
No,0,00:04:26.763,00:04:29.189,
No,0,00:04:29.599,00:04:53.213,
No,0,00:04:53.623,00:05:00.762,
No,0,00:05:01.172,00:05:25.746,
No,0,00:05:26.156,00:05:31.293,
No,0,00:05:31.703,00:05:39.968,
No,0,00:05:40.378,00:05:57.069,
No,0,00:05:57.479,00:06:16.838,
No,0,00:06:17.248,00:06:22.260,
No,0,00:06:22.670,00:06:27.057,
No,0,00:06:27.467,00:06:29.601,
No,0,00:06:30.011,00:06:32.312,
No,0,00:06:32.722,00:06:37.442,
No,0,00:06:37.852,00:06:46.576,
No,0,00:06:46.986,00:06:49.579,
No,0,00:06:49.989,00:06:51.665,
No,0,00:06:52.075,00:07:01.133,
No,0,00:07:01.543,00:07:02.717,
No,0,00:07:03.127,00:07:07.639,
No,0,00:07:08.049,00:07:16.273,
No,0,00:07:16.683,00:07:28.785,
No,0,00:07:29.195,00:07:33.415,
No,0,00:07:33.825,00:07:38.086,
No,0,00:07:38.496,00:07:41.256,
No,0,00:07:41.666,00:07:43.633,
No,0,00:07:44.043,00:07:58.231,
No,0,00:07:58.641,00:08:02.444,
No,0,00:08:02.854,00:08:19.461,
No,0,00:08:19.871,00:08:23.632,
No,0,00:08:24.042,00:08:29.846,
No,0,00:08:30.256,00:08:43.860,
No,0,00:08:44.270,00:09:02.879,
No,0,00:09:03.289,00:09:10.845,
No,0,00:09:11.255,00:09:19.813,
No,0,00:09:20.223,00:09:26.695,
No,0,00:09:27.105,00:09:32.033,
No,0,00:09:32.443,00:09:34.202,
No,0,00:09:34.612,00:10:00.854,
No,0,00:10:01.264,00:10:04.691,
No,0,00:10:05.101,00:10:07.736,
No,0,00:10:08.146,00:10:11.573,
No,0,00:10:11.983,00:10:14.326,
No,0,00:10:14.736,00:10:19.831,
No,0,00:10:20.241,00:10:30.925,
No,0,00:10:31.335,00:10:32.886,
No,0,00:10:33.296,00:10:40.852,
No,0,00:10:41.262,00:10:42.437,
No,0,00:10:42.847,00:10:56.117,
No,0,00:10:56.527,00:10:58.203,
No,0,00:10:58.613,00:11:00.955,
No,0,00:11:01.365,00:11:05.460,
No,0,00:11:05.870,00:11:08.838,
No,0,00:11:09.248,00:11:17.138,
No,0,00:11:17.548,00:11:26.439,
No,0,00:11:26.849,00:12:16.448,
No,0,00:12:16.858,00:12:22.662,
No,0,00:12:23.072,00:12:29.669,
No,0,00:12:30.079,00:12:31.629,
No,0,00:12:32.039,00:12:34.507,
No,0,00:12:34.917,00:12:36.134,
No,0,00:12:36.544,00:12:38.011,
No,0,00:12:38.421,00:12:42.849,
No,0,00:12:43.259,00:12:52.275,
No,0,00:12:52.685,00:13:13.171,
No,0,00:13:13.581,00:13:20.136,
No,0,00:13:20.546,00:13:29.395,
No,0,00:13:29.805,00:13:31.773,
No,0,00:13:32.183,00:13:34.067,
No,0,00:13:34.477,00:13:48.748,
No,0,00:13:49.158,00:13:54.045,
No,0,00:13:54.455,00:14:20.613,
No,0,00:14:21.023,00:14:26.244,
No,0,00:14:26.654,00:14:42.218,
No,0,00:14:42.628,00:15:07.535,
No,0,00:15:07.945,00:15:15.668,
No,0,00:15:16.078,00:15:27.972,
No,0,00:15:28.382,00:15:38.024,
No,0,00:15:38.434,00:15:55.959,
No,0,00:15:56.369,00:15:59.545,
No,0,00:15:59.955,00:16:06.219,
No,0,00:16:06.629,00:16:17.730,
No,0,00:16:18.140,00:16:27.281,
No,0,00:16:27.691,00:16:29.242,
No,0,00:16:29.652,00:16:38.543,
No,0,00:16:38.953,00:16:46.759,
No,0,00:16:47.169,00:16:49.137,
No,0,00:16:49.547,00:16:57.854,
No,0,00:16:58.264,00:17:11.701,
No,0,00:17:12.111,00:17:13.995,
No,0,00:17:14.405,00:17:20.877,
No,0,00:17:21.287,00:17:22.378,
No,0,00:17:22.788,00:17:24.297,
No,0,00:17:24.707,00:17:35.850,
No,0,00:17:36.260,00:17:45.318,
No,0,00:17:45.728,00:18:10.009,
No,0,00:18:10.419,00:18:22.271,
No,0,00:18:22.681,00:18:32.949,
No,0,00:18:33.359,00:18:45.211,
No,0,00:18:45.621,00:18:51.467,
No,0,00:18:51.877,00:18:55.138,
No,0,00:18:55.548,00:19:02.895,
No,0,00:19:03.305,00:19:15.741,
No,0,00:19:16.151,00:19:22.206,
No,0,00:19:22.616,00:19:50.735,
No,0,00:19:51.145,00:19:55.239,
No,0,00:19:55.649,00:20:07.877,
No,0,00:20:08.287,00:20:12.506,
No,0,00:20:12.916,00:20:15.426,
No,0,00:20:15.836,00:20:23.851,
No,0,00:20:24.261,00:20:30.524,
No,0,00:20:30.934,00:20:48.000,
No,0,00:20:48.410,00:20:51.545,
No,0,00:20:51.955,00:20:54.966,
No,0,00:20:55.376,00:20:57.551,
No,0,00:20:57.961,00:20:59.929,
No,0,00:21:00.339,00:21:05.977,
No,0,00:21:06.387,00:21:11.232,
No,0,00:21:11.642,00:21:14.735,
No,0,00:21:15.145,00:21:28.082,
No,0,00:21:28.492,00:21:31.252,
No,0,00:21:31.662,00:21:33.588,
No,0,00:21:33.998,00:21:35.089,
No,0,00:21:35.499,00:21:38.467,
No,0,00:21:38.877,00:21:39.760,
No,0,00:21:40.170,00:21:43.556,
No,0,00:21:43.966,00:21:45.933,
No,0,00:21:46.343,00:21:54.775,
No,0,00:21:55.185,00:21:59.196,
No,0,00:21:59.606,00:22:01.240,
No,0,00:22:01.650,00:22:07.621,
No,0,00:22:08.031,00:22:13.169,
No,0,00:22:13.579,00:22:14.253,
No,0,00:22:14.663,00:22:18.049,
No,0,00:22:18.459,00:22:19.091,
No,0,00:22:19.501,00:22:22.511,
No,0,00:22:22.921,00:22:30.353,
No,0,00:22:30.763,00:22:43.032,
No,0,00:22:43.442,00:22:44.700,
No,0,00:22:45.110,00:22:49.205,
No,0,00:22:49.615,00:22:52.416,
No,0,00:22:52.826,00:22:56.462,
No,0,00:22:56.872,00:23:01.008,
No,0,00:23:01.418,00:23:03.302,
No,0,00:23:03.712,00:23:11.102,
No,0,00:23:11.512,00:23:14.230,
No,0,00:23:14.640,00:23:18.234,
No,0,00:23:18.644,00:23:23.656,
No,0,00:23:24.066,00:23:28.494,
No,0,00:23:28.904,00:23:32.289,
No,0,00:23:32.699,00:23:37.211,
No,0,00:23:37.621,00:23:48.097,
No,0,00:23:48.507,00:23:56.355,
No,0,00:23:56.765,00:24:13.080,
No,0,00:24:13.490,00:24:31.974,
No,0,00:24:32.384,00:25:21.982,
No,0,00:25:22.392,00:25:39.750,
No,0,00:25:40.160,00:25:48.759,
No,0,00:25:49.169,00:26:08.529,
No,0,00:26:08.939,00:26:18.163,
No,0,00:26:18.573,00:26:32.261,
No,0,00:26:32.671,00:26:34.722,
No,0,00:26:35.132,00:26:39.351,
No,0,00:26:39.761,00:26:51.739,
No,0,00:26:52.149,00:27:02.791,
No,0,00:27:03.201,00:27:05.711,
No,0,00:27:06.121,00:27:15.763,
No,0,00:27:16.173,00:27:17.306,
No,0,00:27:17.716,00:27:25.397,
No,0,00:27:25.807,00:27:27.316,
No,0,00:27:27.726,00:27:31.487,
No,0,00:27:31.897,00:27:38.243,
No,0,00:27:38.653,00:27:45.918,
No,0,00:27:46.328,00:27:54.885,
No,0,00:27:55.295,00:27:58.055,
No,0,00:27:58.465,00:28:14.988,
No,0,00:28:15.398,00:28:21.578,
No,0,00:28:21.988,00:28:37.177,
No,0,00:28:37.587,00:28:58.949,
No,0,00:28:59.359,00:29:15.299,
No,0,00:29:15.709,00:29:18.635,
No,0,00:29:19.045,00:29:29.438,
No,0,00:29:29.848,00:29:33.233,
No,0,00:29:33.643,00:29:40.073,
No,0,00:29:40.483,00:29:45.496,
No,0,00:29:45.906,00:29:57.674,
No,0,00:29:58.084,00:30:02.638,
No,0,00:30:03.048,00:30:05.516,
No,0,00:30:05.926,00:30:09.102,
No,0,00:30:09.512,00:30:13.190,
No,0,00:30:13.600,00:30:16.860,
No,0,00:30:17.270,00:30:23.659,
No,0,00:30:24.069,00:30:25.494,
No,0,00:30:25.904,00:30:27.204,
No,0,00:30:27.614,00:30:29.414,
No,0,00:30:29.824,00:30:31.500,
No,0,00:30:31.910,00:30:33.544,
No,0,00:30:33.954,00:30:39.466,
No,0,00:30:39.876,00:30:45.055,
No,0,00:30:45.465,00:30:49.643,
No,0,00:30:50.053,00:30:54.773,
No,0,00:30:55.183,00:30:59.862,
No,0,00:31:00.272,00:31:08.537,
No,0,00:31:08.947,00:31:19.798,
No,0,00:31:20.208,00:31:23.218,
No,0,00:31:23.628,00:31:26.054,
No,0,00:31:26.464,00:31:45.282,
No,0,00:31:45.692,00:31:54.291,
No,0,00:31:54.701,00:32:07.387,
No,0,00:32:07.797,00:32:09.514,
No,0,00:32:09.924,00:32:12.434,
No,0,00:32:12.844,00:32:22.819,
No,0,00:32:23.229,00:32:35.540,
No,0,00:32:35.950,00:32:38.168,
No,0,00:32:38.578,00:32:44.841,
No,0,00:32:45.251,00:32:47.719,
No,0,00:32:48.129,00:32:51.473,
No,0,00:32:51.883,00:32:54.142,
No,0,00:32:54.552,00:33:15.664,
No,0,00:33:16.074,00:33:21.253,
No,0,00:33:21.663,00:33:25.048,
No,0,00:33:25.458,00:33:28.677,
No,0,00:33:29.087,00:33:30.804,
No,0,00:33:31.214,00:33:38.395,
No,0,00:33:38.805,00:33:42.107,
No,0,00:33:42.517,00:33:45.902,
No,0,00:33:46.312,00:33:47.320,
No,0,00:33:47.730,00:33:48.363,
No,0,00:33:48.773,00:33:50.198,
No,0,00:33:50.608,00:33:54.494,
No,0,00:33:54.904,00:33:57.664,
No,0,00:33:58.074,00:34:00.542,
No,0,00:34:00.952,00:34:08.050,
No,0,00:34:08.460,00:34:12.762,
No,0,00:34:13.172,00:34:15.766,
No,0,00:34:16.176,00:34:22.773,
No,0,00:34:23.183,00:34:28.945,
No,0,00:34:29.355,00:34:32.491,
No,0,00:34:32.901,00:34:46.880,
No,0,00:34:47.290,00:34:56.723,
No,0,00:34:57.133,00:34:58.183,
No,0,00:34:58.593,00:34:59.601,
No,0,00:35:00.011,00:35:01.603,
No,0,00:35:02.013,00:35:04.439,
No,0,00:35:04.849,00:35:09.361,
No,0,00:35:09.771,00:35:17.828,
No,0,00:35:18.238,00:35:20.705,
No,0,00:35:21.115,00:35:23.875,
No,0,00:35:24.285,00:35:41.977,
No,0,00:35:42.387,00:35:47.107,
No,0,00:35:47.517,00:35:53.363,
No,0,00:35:53.773,00:35:58.910,
No,0,00:35:59.320,00:36:20.765,
No,0,00:36:21.175,00:36:25.020,
No,0,00:36:25.430,00:36:31.943,
No,0,00:36:32.353,00:36:44.164,
No,0,00:36:44.574,00:36:57.886,
No,0,00:36:58.296,00:37:18.031,
No,0,00:37:18.441,00:37:25.830,
No,0,00:37:26.240,00:37:31.544,
No,0,00:37:31.954,00:37:41.930,
No,0,00:37:42.340,00:37:56.278,
No,0,00:37:56.688,00:38:14.129,
No,0,00:38:14.539,00:38:21.177,
No,0,00:38:21.587,00:38:38.361,
No,0,00:38:38.771,00:38:53.668,
No,0,00:38:54.078,00:38:56.087,
No,0,00:38:56.497,00:38:58.548,
No,0,00:38:58.958,00:39:03.261,
No,0,00:39:03.671,00:39:06.431,
No,0,00:39:06.841,00:39:11.102,
No,0,00:39:11.512,00:39:21.529,
No,0,00:39:21.939,00:39:28.078,
No,0,00:39:28.488,00:39:35.919,
No,0,00:39:36.329,00:39:45.553,
No,0,00:39:45.963,00:39:49.766,
No,0,00:39:50.176,00:40:05.782,
No,0,00:40:06.192,00:40:18.461,
No,0,00:40:18.871,00:40:22.841,
No,0,00:40:23.251,00:40:26.511,
No,0,00:40:26.921,00:40:35.103,
No,0,00:40:35.513,00:40:38.731,
No,0,00:40:39.141,00:40:44.446,
No,0,00:40:44.856,00:40:50.076,
No,0,00:40:50.486,00:40:57.792,
No,0,00:40:58.202,00:41:08.219,
No,0,00:41:08.629,00:41:10.930,
No,0,00:41:11.340,00:41:14.976,
No,0,00:41:15.386,00:41:16.603,
No,0,00:41:17.013,00:41:18.855,
No,0,00:41:19.265,00:41:21.524,
No,0,00:41:21.934,00:41:23.693,
No,0,00:41:24.103,00:41:27.280,
No,0,00:41:27.690,00:41:38.416,
No,0,00:41:38.826,00:41:46.049,
No,0,00:41:46.459,00:41:51.387,
No,0,00:41:51.797,00:41:59.395,
No,0,00:41:59.805,00:42:06.611,
No,0,00:42:07.021,00:42:09.197,
No,0,00:42:09.607,00:42:11.533,
No,0,00:42:11.943,00:42:36.349,
No,0,00:42:36.759,00:42:44.190,
No,0,00:42:44.600,00:42:57.453,
No,0,00:42:57.863,00:43:02.417,
No,0,00:43:02.827,00:43:05.712,
No,0,00:43:06.122,00:43:11.217,
No,0,00:43:11.627,00:43:15.179,
No,0,00:43:15.589,00:43:33.823,
No,0,00:43:34.233,00:43:37.035,
No,0,00:43:37.445,00:43:44.792,
No,0,00:43:45.202,00:43:47.629,
No,0,00:43:48.039,00:43:51.466,
No,0,00:43:51.876,00:43:57.513,
No,0,00:43:57.923,00:44:04.937,
No,0,00:44:05.347,00:44:10.068,
No,0,00:44:10.478,00:44:16.949,
No,0,00:44:17.359,00:44:20.411,
No,0,00:44:20.821,00:44:24.082,
No,0,00:44:24.492,00:44:27.794,
No,0,00:44:28.204,00:44:31.464,
No,0,00:44:31.874,00:44:34.509,
No,0,00:44:34.919,00:44:53.736,
No,0,00:44:54.146,00:44:56.739,
No,0,00:44:57.149,00:44:59.992,
No,0,00:45:00.402,00:45:04.914,
No,0,00:45:05.324,00:45:07.208,
No,0,00:45:07.618,00:45:11.796,
No,0,00:45:12.206,00:45:21.472,
No,0,00:45:21.882,00:45:23.808,
No,0,00:45:24.218,00:45:34.193,
No,0,00:45:34.603,00:45:50.793,
No,0,00:45:51.203,00:45:52.795,
No,0,00:45:53.205,00:45:57.633,
No,0,00:45:58.043,00:46:03.097,
No,0,00:46:03.507,00:46:09.103,
No,0,00:46:09.513,00:46:12.106,
No,0,00:46:12.516,00:46:20.740,
No,0,00:46:21.150,00:46:26.662,
No,0,00:46:27.072,00:46:30.708,
No,0,00:46:31.118,00:46:34.670,
No,0,00:46:35.080,00:46:56.025,
No,0,00:46:56.435,00:47:00.822,
No,0,00:47:01.232,00:47:23.678,
No,0,00:47:24.088,00:47:28.224,
No,0,00:47:28.634,00:47:49.871,
No,0,00:47:50.281,00:47:57.920,
No,0,00:47:58.330,00:48:21.652,
No,0,00:48:22.062,00:48:26.908,
No,0,00:48:27.318,00:48:29.410,
No,0,00:48:29.820,00:48:30.703,
No,0,00:48:31.113,00:48:38.794,
No,0,00:48:39.204,00:48:48.971,
No,0,00:48:49.381,00:48:53.225,
No,0,00:48:53.635,00:49:09.784,
No,0,00:49:10.194,00:49:12.161,
No,0,00:49:12.571,00:49:14.622,
No,0,00:49:15.032,00:49:16.874,
No,0,00:49:17.284,00:49:25.257,
No,0,00:49:25.667,00:49:33.015,
No,0,00:49:33.425,00:49:34.809,
No,0,00:49:35.219,00:49:49.240,
No,0,00:49:49.650,00:50:02.003,
No,0,00:50:02.413,00:50:11.387,
No,0,00:50:11.797,00:50:33.367,
No,0,00:50:33.777,00:50:38.497,
No,0,00:50:38.907,00:50:54.597,
No,0,00:50:55.007,00:51:05.900,
No,0,00:51:06.310,00:51:07.651,
No,0,00:51:08.061,00:51:09.820,
No,0,00:51:10.230,00:51:14.075,
