Ignore,Scene,Start,End,Caption
No,0,00:03:04.364,00:03:06.306,"The sequence captures a low-angle close-up of a steam locomotive, its wheels and engine prominently framed as it powers forward, emitting thick black smoke. The scene is set against a backdrop of tall pine trees under a dim, overcast sky, suggesting early morning or late afternoon in a rugged, forested landscape."
No,0,00:03:06.466,00:03:08.875,"In a close-up shot, a bundle of dynamite sticks is tightly secured to a wooden beam with a rope, suggesting imminent action or sabotage. The scene is set in a dimly lit, rustic environment, likely under a wooden structure, with hints of greenery visible, indicating an outdoor setting during the day."
No,0,00:03:09.035,00:03:09.776,"In a close-up shot, a gloved hand grips the handle of a wooden tool, suggesting a moment of preparation or tension. The scene is set in a misty, rocky environment, with soft lighting indicating early morning or late afternoon."
No,0,00:03:09.936,00:03:12.713,"In a tense medium shot, a cowboy crouches behind a snow-dusted boulder, clutching a rifle and wearing a wide-brimmed hat and leather coat, as a steam locomotive labeled ""Southern and Eastern Railway"" rumbles past on a wooden trestle. The scene is set in a wintry, forested landscape with patches of snow covering the ground, suggesting a cold, overcast day in the rugged frontier."
No,0,00:03:12.873,00:03:13.847,"In a close-up shot, a cowboy with a weathered hat and a bandana covering his face is seen in a low-angle view, suggesting tension or contemplation. The scene is set against a bright, hazy backdrop, indicating a misty morning or evening on the frontier."
No,0,00:03:14.007,00:03:17.384,"In a close-up shot, a figure wearing a brown coat and black gloves is seen operating a detonator, their hands gripping the plunger with urgency. The scene is set against a rocky, grassy landscape under a hazy, overcast sky, suggesting a tense moment in the early morning or late afternoon."
No,0,00:03:17.544,00:03:21.121,"In a medium shot, a group of cowboys on horseback, clad in rugged coats and wide-brimmed hats, survey a snowy, forested landscape. The scene is enveloped in a cold, misty atmosphere, suggesting early morning or late afternoon, with a distant water tower visible through the haze."
No,0,00:03:21.281,00:03:22.823,"In a medium shot, a group of cowboys on horseback, dressed in traditional Western attire with wide-brimmed hats and coats, survey a snowy landscape. The scene is set in a misty, forested area with a hint of dawn or dusk light filtering through the trees, creating a cold and atmospheric environment."
No,0,00:03:22.983,00:03:24.591,"In a medium shot, a cowboy in a blue coat and wide-brimmed hat sits on horseback, gesturing animatedly while another figure, partially obscured and wearing a bandana over their face, looks on. The scene is set against a rugged, snow-dusted mountainside with sparse vegetation, under a cloudy sky suggesting a cold, overcast day."
No,0,00:03:24.751,00:03:41.908,"In a dynamic tracking shot, a group of cowboys, clad in rugged coats and hats, advance through a narrow, snow-dusted mountain pass, with one leading a horse. The scene is set in a cold, mountainous terrain under a cloudy sky, suggesting a brisk, possibly early morning or late afternoon atmosphere."
No,0,00:03:42.068,00:03:43.176,
No,0,00:03:43.336,00:03:46.179,"In a high-angle shot, a lone cowboy in a brown coat and hat is seen running alongside a set of train tracks, moving towards a tunnel. The scene is set in a rugged, snowy landscape, suggesting a cold, overcast day in the Western frontier."
No,0,00:03:46.339,00:03:53.220,"In a high-angle shot, a cowboy in a weathered hat and blue coat cautiously approaches the edge of a train car, gripping a rifle slung over his shoulder. The scene unfolds over a snowy, mountainous landscape, with the sun casting a cold, bright light over the rugged terrain below."
No,0,00:03:53.380,00:03:53.820,
No,0,00:03:53.980,00:03:56.289,
No,0,00:03:56.449,00:04:41.101,"In a dynamic sequence, a cowboy in a blue coat and hat navigates the top of a moving train, rifle slung over his shoulder, before entering a richly decorated train car with another cowboy. The scene unfolds in a rugged, snow-dusted landscape with towering cliffs and dense pine forests under a cloudy sky, suggesting a cold, overcast day."
No,0,00:04:41.261,00:04:43.537,
No,0,00:04:43.697,00:04:44.538,
No,0,00:04:44.698,00:04:48.041,
No,0,00:04:48.201,00:04:51.611,
No,0,00:04:51.771,00:04:59.252,
No,0,00:04:59.412,00:05:00.654,"In a dimly lit train car, a cowboy in a wide-brimmed hat aims a rifle from the left foreground, while a man crouches behind crates in the midground, suggesting a tense standoff. The interior is rustic with wooden walls and barrels, illuminated by a warm overhead lantern, indicating an evening or nighttime setting."
No,0,00:05:00.814,00:05:04.124,"In a dimly lit train car, a cowboy in a wide-brimmed hat and blue coat crouches with a rifle, aiming at a figure in a brown coat who is slumped against a wooden crate. The warm glow of a hanging lantern casts shadows on the wooden walls, suggesting an interior setting during nighttime."
No,0,00:05:04.284,00:05:12.999,
No,0,00:05:13.159,00:05:55.976,"In a tense sequence, two cowboys in rugged attire and wide-brimmed hats are seen navigating the top of a moving train, one holding a rifle and the other running ahead. The scene unfolds in a mountainous landscape with snow-dusted cliffs and pine trees, under a dim, overcast sky, suggesting early morning or late afternoon."
No,0,00:05:56.136,00:05:59.478,"In a high-angle shot, two men are engaged in a physical struggle atop a moving train, one wearing a white shirt and vest, the other in a blue coat with a rifle lying nearby. The scene unfolds in a snowy landscape, suggesting a cold, overcast day in the rugged frontier."
No,0,00:05:59.638,00:06:05.986,"In a tense medium shot, a man in a blue coat and bandana stands on the coal car of a moving steam train, gripping a rifle slung over his shoulder as he looks towards the engine. The scene unfolds in a rugged, snow-dusted mountainous landscape, suggesting a cold, overcast day."
No,0,00:06:06.146,00:06:07.687,"In a close-up shot, a man dressed in a heavy blue coat and gloves is seen manipulating a large red valve with a wrench inside a train cabin, his face partially covered by a scarf. The scene is set against a backdrop of snowy terrain visible through the window, suggesting a cold, wintry day."
No,0,00:06:07.847,00:06:10.290,
No,0,00:06:10.450,00:06:13.660,
No,0,00:06:13.820,00:06:19.132,
No,0,00:06:19.292,00:06:20.100,
No,0,00:06:20.260,00:06:21.301,
No,0,00:06:21.461,00:06:25.672,
No,0,00:06:25.832,00:06:26.840,
No,0,00:06:27.000,00:06:28.742,
No,0,00:06:28.902,00:06:34.681,
No,0,00:06:34.841,00:06:40.353,
No,0,00:06:40.513,00:06:42.989,
No,0,00:06:43.149,00:06:54.201,
No,0,00:06:54.361,00:06:59.539,
No,0,00:06:59.699,00:07:01.441,
No,0,00:07:01.601,00:07:10.083,
No,0,00:07:10.243,00:07:13.320,
No,0,00:07:13.480,00:07:16.089,
No,0,00:07:16.249,00:07:19.626,
No,0,00:07:19.786,00:07:46.686,
No,0,00:07:46.846,00:07:51.024,
No,0,00:07:51.184,00:07:53.460,
No,0,00:07:53.620,00:07:59.266,
No,0,00:07:59.426,00:08:04.671,
No,0,00:08:04.831,00:08:08.174,
No,0,00:08:08.334,00:08:10.543,
No,0,00:08:10.703,00:08:18.918,
No,0,00:08:19.078,00:08:20.320,
No,0,00:08:20.480,00:08:21.488,
No,0,00:08:21.648,00:08:25.325,
No,0,00:08:25.485,00:08:28.161,
No,0,00:08:28.321,00:09:06.166,
No,0,00:09:06.326,00:09:08.068,
No,0,00:09:08.228,00:09:15.075,
No,0,00:09:15.235,00:09:15.909,
No,0,00:09:16.069,00:09:28.154,
No,0,00:09:28.314,00:09:55.248,
No,0,00:09:55.408,00:09:57.517,
No,0,00:09:57.677,00:10:16.269,
No,0,00:10:16.429,00:10:25.478,
No,0,00:10:25.638,00:10:27.180,
No,0,00:10:27.340,00:10:28.648,
No,0,00:10:28.808,00:10:39.592,
No,0,00:10:39.752,00:10:52.005,
No,0,00:10:52.165,00:11:34.447,
No,0,00:11:34.607,00:11:36.549,
No,0,00:11:36.709,00:11:40.386,
No,0,00:11:40.546,00:11:42.889,
No,0,00:11:43.049,00:11:49.329,
No,0,00:11:49.489,00:11:54.200,"In a dimly lit scene, a group of cowboys, clad in heavy coats and hats, stand near a train car with its door open, revealing a warmly lit interior. One cowboy holds a rifle while others appear to be discussing something, as a few seated men look on from the snowy ground. The environment is cold and wintry, with snow covering the ground and the scene taking place at dusk or dawn, indicated by the soft, ambient lighting."
No,0,00:11:54.360,00:11:56.002,"In a medium shot, three men are positioned against a snowy rock, with one man in a brown coat and flat cap kneeling while another sits beside him, and a third man stands in the foreground wearing a wide-brimmed hat and a red scarf. The scene is set in a cold, wintry landscape with snow-dusted ground and sparse vegetation, suggesting a chilly, possibly early evening atmosphere."
No,0,00:11:56.162,00:11:59.739,
No,0,00:11:59.899,00:12:02.842,
No,0,00:12:03.002,00:12:05.512,
No,0,00:12:05.672,00:12:08.548,
No,0,00:12:08.708,00:12:11.618,
No,0,00:12:11.778,00:12:15.021,"In a dimly lit scene, a group of cowboys on horseback is captured in a medium shot, each wearing rugged leather coats and wide-brimmed hats, with some faces obscured by bandanas. The setting is a rugged, forested landscape with rocky outcrops, suggesting early evening as the sky transitions to a dusky purple hue."
No,0,00:12:15.181,00:12:17.223,"In a medium shot, a man with a rifle slung over his shoulder stands in the foreground, observing three men crouched near a snow-dusted rock. The scene is set at night, with dim lighting casting shadows over the snowy ground and a train visible in the background, suggesting a cold, clandestine meeting in a remote area."
Yes,0,00:12:17.383,00:12:33.706,
Yes,0,00:12:33.866,00:13:19.819,
Yes,0,00:13:19.979,00:13:22.722,
No,0,00:13:22.882,00:13:23.556,"A cowboy, clad in a heavy blue coat and equipped with a rifle slung across his back, stands at the entrance of a train's engine room, gripping the door handle. The scene is set in a snowy, mountainous landscape under the dim light of dusk, with a horse visible in the background, highlighting the rugged frontier environment."
No,0,00:13:23.716,00:13:28.528,"A man dressed in a rugged, fur-collared coat and gloves carefully navigates the exterior of a moving train, maintaining his balance with arms outstretched. The scene is set against a backdrop of a snow-covered landscape under a dim, overcast sky, suggesting a cold, wintry day."
No,0,00:13:28.688,00:13:36.669,"In a series of medium shots, a cowboy dressed in a dark coat and hat mounts a horse beside a dimly lit train, suggesting a moment of preparation or escape. The scene is set in a snowy, forested landscape under the cover of night, with the soft glow from the train windows contrasting against the cold, dark environment."
Yes,0,00:13:36.829,00:13:38.922,
